name;type;slot;mindam;maxdam;2handmindam;2handmaxdam;reqstr;reqdex;imagefile;speed;spawnable;mindam;maxdam;1or2handed;2handed;2handmindam;2handmaxdam;minmisdam;maxmisdam;;rangeadder;speed;StrBonus;DexBonus;reqstr;reqdex;durability;nodurability;level;levelreq;cost;gamble cost;magic lvl;auto prefix;OpenBetaGfx;normcode;ubercode;ultracode;wclass;2handedwclass;component;hit class;invwidth;invheight;stackable;minstack;maxstack;spawnstack;flippyfile;invfile;uniqueinvfile;setinvfile;hasinv;gemsockets;gemapplytype;special;useable;dropsound;dropsfxframe;usesound;unique;transparent;transtbl;quivered;lightradius;belt;quest;questdiffcheck;missiletype;durwarning;qntwarning;gemoffset;bitfield1;CharsiMin;CharsiMax;CharsiMagicMin;CharsiMagicMax;CharsiMagicLvl;GheedMin;GheedMax;GheedMagicMin;GheedMagicMax;GheedMagicLvl;AkaraMin;AkaraMax;AkaraMagicMin;AkaraMagicMax;AkaraMagicLvl;FaraMin;FaraMax;FaraMagicMin;FaraMagicMax;FaraMagicLvl;LysanderMin;LysanderMax;LysanderMagicMin;LysanderMagicMax;LysanderMagicLvl;DrognanMin;DrognanMax;DrognanMagicMin;DrognanMagicMax;DrognanMagicLvl;HraltiMin;HraltiMax;HraltiMagicMin;HraltiMagicMax;HratliMagicLvl;AlkorMin;AlkorMax;AlkorMagicMin;AlkorMagicMax;AlkorMagicLvl;OrmusMin;OrmusMax;OrmusMagicMin;OrmusMagicMax;OrmusMagicLvl;ElzixMin;ElzixMax;ElzixMagicMin;ElzixMagicMax;ElzixMagicLvl;AshearaMin;AshearaMax;AshearaMagicMin;AshearaMagicMax;AshearaMagicLvl;CainMin;CainMax;CainMagicMin;CainMagicMax;CainMagicLvl;HalbuMin;HalbuMax;HalbuMagicMin;HalbuMagicMax;HalbuMagicLvl;JamellaMin;JamellaMax;JamellaMagicMin;JamellaMagicMax;JamellaMagicLvl;LarzukMin;LarzukMax;LarzukMagicMin;LarzukMagicMax;LarzukMagicLvl;DrehyaMin;DrehyaMax;DrehyaMagicMin;DrehyaMagicMax;DrehyaMagicLvl;MalahMin;MalahMax;MalahMagicMin;MalahMagicMax;MalahMagicLvl;Source Art;Game Art;Transform;InvTrans;SkipName;NightmareUpgrade;HellUpgrade
Flying Axe;taxe;1h;7;25;;;81;100;throwingaxe.gif;10;1;7;25;;;;;6;25;15;;10;75;75;81;100;15;;42;41;1356;121690;;308;hax;tax;9ta;7ta;1hs;1hs;5;1hsl;1;2;1;16;180;32;flptax;invtax;;;1;2;0;primarily thrown;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;35;7;5;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;2;0;xxx;xxx
Winged Knife;tkni;1h;11;14;;;42;131;balancedknife.gif;-20;1;11;14;;;;;9;15;15;;-20;75;75;42;131;20;;58;57;1461;130048;;308;dgr;bkf;9bk;7bk;1ht;1ht;5;1ht;1;2;1;30;200;60;flpbkf;invbkf;invtk3;;1;2;0;primarily thrown;0;item_smallmetalweapon;12;item_smallmetalweapon;0;0;5;0;0;0;;;36;7;4;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Winged Axe;taxe;1h;5;21;;;89;113;balancedaxe.gif;-10;1;5;21;;;;;3;23;15;;-10;75;75;89;113;16;;60;59;1488;131290;;308;hax;bal;9b8;7b8;1hs;1hs;5;1hsl;2;3;1;16;180;24;flpbal;invbal;;;1;2;0;primarily thrown;0;item_sword;12;item_sword;0;0;5;0;0;0;;;35;7;5;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Hyperion Javelin;jave;1h;8;22;;;91;114;javelin.gif;-10;1;8;22;;;;;11;21;14;2;-10;75;75;91;114;10;;41;40;1251;120447;;308;jav;jav;9ja;7ja;1ht;1ht;5;1ht;1;3;1;30;100;60;flpjav;invjav;;;1;3;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;1;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Stygian Pilum;jave;1h;5;24;;;109;104;pilum.gif;;1;5;24;;;;;8;29;14;2;;75;75;109;104;12;;47;46;1304;123570;;308;pil;pil;9pi;7pi;1ht;1ht;5;1ht;1;3;1;25;90;50;flppil;invpil;;;1;3;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Balrog Spear;jave;1h;13;24;;;117;88;shortspear.gif;10;1;13;24;;;;;15;23;14;2;10;75;75;117;88;14;;53;52;1374;127236;;308;jav;ssp;9s9;7s7;1ht;1ht;5;1ht;1;3;1;20;80;40;flpssp;invssp;;;1;3;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Ghost Glaive;jave;1h;8;23;;;82;127;shortspear.gif;20;1;8;23;;;;;11;32;14;2;20;75;75;82;127;16;;59;58;1426;130520;;308;glv;glv;9gl;7gl;1ht;1ht;5;1ht;1;4;1;8;75;20;flpglv;invglv;;;1;3;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Winged Harpoon;jave;1h;11;14;;;70;134;throwingspear.gif;-10;1;11;14;;;;;5;29;14;2;-10;75;75;70;134;18;;64;63;1181;130958;;308;pil;tsp;9ts;7ts;1ht;1ht;5;1ht;1;4;1;32;80;80;flptsp;invtsp;;;1;3;0;primarily thrown;0;item_javelins;12;item_javelins;0;0;5;0;0;0;;;37;7;2;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;1;2;0;xxx;xxx
Hyperion Spear;spea;2h;;;14;45;143;111;spear.gif;-10;1;;;;1;14;45;;;17;3;-10;100;25;143;111;30;;44;43;18783;146850;;308;spr;spr;9sr;7sr;2ht;2ht;5;2ht;2;4;;;;;flpspr;invspr;;;1;3;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Stygian Pike;spea;2h;;;11;54;155;90;trident.gif;;1;;;;1;11;54;;;17;3;;100;25;155;90;35;;50;49;20493;140201;;308;tri;tri;9tr;7tr;2ht;2ht;5;2ht;2;4;;;;;flptri;invtri;invtriu;invtriu;1;4;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Mancatcher;spea;2h;;;16;35;122;124;brandistock.gif;-20;1;;;;1;16;35;;;17;4;-20;100;25;122;124;28;;56;55;17315;162096;;308;brn;brn;9br;7br;2ht;2ht;5;2ht;2;4;;;;;flpbrn;invbrn;;;1;5;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Ghost Spear;spea;2h;;;7;59;113;151;spetum.gif;;1;;;;1;7;59;;;17;4;;100;25;113;151;28;;62;61;20374;157792;;308;tri;spt;9st;7st;2ht;2ht;5;2ht;2;4;;;;;flpspt;invspt;;;1;6;0;2 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
War Pike;spea;2h;;;13;67;153;98;pike.gif;20;1;;;;1;13;67;;;17;4;20;100;25;153;98;25;;64;63;18982;155475;;308;pik;pik;9p9;7p7;2ht;2ht;5;2ht;2;4;;;;;flppik;invpik;;;1;6;0;3 square reach;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Ogre Axe;pole;2h;;;11;55;180;69;bardiche.gif;;1;;;;1;11;55;;;17;2;;100;25;180;69;50;;45;44;11662;172380;;308;hal;bar;9b7;7o7;stf;stf;5;2hsl;2;4;;;;;flpbar;invbar;;;1;3;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Colossus Voulge;pole;2h;;;7;62;194;51;volulge.gif;10;1;;;;1;7;62;;;17;2;10;100;25;194;51;50;;48;47;15146;127554;;308;pax;vou;9vo;7vo;stf;stf;5;2hsl;2;4;;;;;flpvou;invvou;;;1;4;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Thresher;pole;2h;;;5;53;141;109;scythe.gif;-10;1;;;;1;5;53;;;17;1;-10;100;25;141;109;65;;53;52;13095;112553;;308;scy;scy;9s8;7s8;stf;stf;5;2hsl;2;4;;;;;flpscy;invscy;invscyu;invscyu;1;5;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Cryptic Axe;pole;2h;;;13;56;153;95;poleaxe.gif;10;1;;;;1;13;56;;;17;3;10;100;25;153;95;65;;59;58;19502;173106;;308;pax;pax;9pa;7pa;stf;stf;5;2hsl;2;4;;;;;flppax;invpax;;;1;5;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Great Poleaxe;pole;2h;;;17;48;166;92;halberd.gif;;1;;;;1;17;48;;;17;4;;100;25;166;92;55;;63;62;25461;127518;;308;hal;hal;9h9;7h7;stf;stf;5;2hsl;2;4;;;;;flphal;invhal;;;1;6;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Giant Thresher;pole;2h;;;15;43;174;130;warscythe.gif;-10;1;;;;1;15;43;;;17;4;-10;100;25;174;130;55;;64;63;20899;174410;;308;scy;wsc;9wc;7wc;stf;stf;5;2hsl;2;4;;;;;flpwsc;invwsc;;;1;6;0;2 square reach;0;item_woodweaponlarge;12;item_woodweaponlarge;0;0;5;0;0;0;;;0;7;0;0;3;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;2;2;0;xxx;xxx
Walking Stick;staf;2h;;;26;32;23;0;shortstaff.gif;-10;1;;;;1;26;32;;;17;1;-10;100;25;23;0;20;;44;43;9632;152216;1;308;bst;sst;8ss;6ss;stf;stf;5;club;1;3;;;;;flpsst;invsst;;;1;2;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;2;1;2;10;;;;;255;;;5;8;0;xxx;xxx
Stalagmite;staf;2h;;;29;41;58;32;longstaff.gif;10;1;;;;1;29;41;;;17;1;10;100;25;58;32;30;;50;49;6340;194861;1;308;sst;lst;8ls;6ls;stf;stf;5;staf;1;4;;;;;flplst;invlst;;;1;3;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Elder Staff;staf;2h;;;30;35;41;34;gnarledstaff.gif;;1;;;;1;30;35;;;17;1;;100;25;41;34;35;;56;55;10687;154526;1;308;cst;cst;8cs;6cs;stf;stf;5;staf;1;4;;;;;flpcst;invcst;invcstu;invcstu;1;4;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Shillelah;staf;2h;;;25;41;48;25;battlestaff.gif;;1;;;;1;25;41;;;17;1;;100;25;48;25;40;;62;61;9434;153419;1;308;sst;bst;8bs;6bs;stf;stf;5;staf;1;4;;;;;flpbst;invbst;;;1;4;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Archon Staff;staf;2h;;;32;38;31;0;warstaff.gif;10;1;;;;1;32;38;;;17;1;10;100;25;31;0;26;;64;63;11814;147543;1;308;lst;wst;8ws;6ws;stf;stf;5;staf;2;4;;;;;flpwst;invwst;;;1;6;0;magically charged;0;item_staff;12;item_staff;0;0;5;0;0;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Spider Bow;bow;2h;;;9;19;59;132;shortbow.gif;5;1;;;;1;9;19;;;13;;5;25;100;59;132;20;1;41;40;24915;195003;;308;sbw;sbw;8sb;6sb;bow;bow;6;bow;2;3;;;;;flpsbw;invsbw;;;1;3;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Blade Bow;bow;2h;;;8;16;70;110;huntersbow.gif;-10;1;;;;1;8;16;;;13;;-10;25;100;70;110;32;1;45;44;25219;156750;;308;sbw;hbw;8hb;6hb;bow;bow;6;bow;2;3;;;;;flphbw;invhbw;;;1;4;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Shadow Bow;bow;2h;;;6;23;48;174;longbow.gif;;1;;;;1;6;23;;;13;;;25;100;48;174;28;1;47;46;30252;123715;;308;lbw;lbw;8lb;6lb;bow;bow;6;bow;2;4;;;;;flplbw;invlbw;;;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Great Bow;bow;2h;;;5;20;112;99;compositebow.gif;-10;1;;;;1;5;20;;;13;;-10;25;100;112;99;36;1;51;50;20960;121512;;308;lbw;cbw;8cb;6cb;bow;bow;6;bow;2;3;;;;;flpcbw;invcbw;invcbwu;invcbwu;1;4;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Diamond Bow;bow;2h;;;13;15;82;122;shortbattlebow.gif;;1;;;;1;13;15;;;13;;;25;100;82;122;40;1;54;53;29066;105030;;308;sbb;sbb;8s8;6s7;bow;bow;6;bow;2;3;;;;;flpsbb;invsbb;invsbbu;invsbbu;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Crusader Bow;bow;2h;;;15;63;90;112;longbattlebow.gif;10;1;;;;1;6;24;;;13;;10;25;100;90;112;44;1;58;57;21389;197543;;308;lbb;lbb;8l8;6l7;bow;bow;6;bow;2;4;;;;;flplbb;invlbb;;;1;6;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Ward Bow;bow;2h;;;8;20;67;135;shortwarbow.gif;;1;;;;1;8;20;;;13;;;25;100;67;135;48;1;60;59;17768;122930;;308;sbb;swb;8sw;6sw;bow;bow;6;bow;2;3;;;;;flpswb;invswb;invswbu;invswbu;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Hydra Bow;bow;2h;;;10;68;124;154;longwarbow.gif;10;1;;;;1;4;26;;;13;;10;25;100;124;154;55;1;64;63;22888;145938;;308;lbb;lwb;8lw;6lw;bow;bow;6;bow;2;4;;;;;flplwb;invlwb;;;1;6;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Pellet Bow;xbow;2h;;;11;28;77;143;lightcrossbow.gif;-10;1;;;;1;11;28;;;19;;-10;25;100;77;143;30;1;43;42;23049;171592;;308;lxb;lxb;8lx;6lx;xbw;xbw;5;xbow;2;3;;;;;flplxb;invlxb;invlxbu;invlxbu;1;3;0;reload lag between shots;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Gorgon Crossbow;xbow;2h;;;10;33;108;97;crossbow.gif;;1;;;;1;10;33;;;19;;;25;100;108;97;40;1;50;49;26350;165218;;308;lxb;mxb;8mx;6mx;xbw;xbw;5;xbow;2;3;;;;;flpmxb;invmxb;invmxbu;invmxbu;1;4;0;reload lag between shots;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Colossus Crossbow;xbow;2h;;;12;35;151;71;heavycrossbow.gif;10;1;;;;1;12;35;;;19;;10;25;100;151;71;50;1;56;55;30791;97438;;308;hxb;hxb;8hx;6hx;xbw;xbw;5;xbow;2;4;;;;;flphxb;invhxb;invhxbu;invhxbu;1;6;0;reload lag between shots;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Demon Crossbow;xbow;2h;;;10;15;130;91;repeatingcrossbow.gif;-60;1;;;;1;10;15;;;19;;-60;25;100;130;91;40;1;63;62;30538;107992;;308;hxb;rxb;8rx;6rx;xbw;xbw;5;xbow;2;3;;;;;flprxb;invrxb;invrxbu;invrxbu;1;5;0;fires 5 shots before reload;0;item_crossbow;12;item_crossbow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Eagle Orb;Sorceress Orb;1h;1;2;;;0;0;eagleorb;-10;1;1;2;;;;;;;14;;-10;100;25;0;0;20;;1;0;1141;1584;1;303;bst;ob1;ob6;obb;1hs;1hs;5;1hss;1;2;;;;;flpob1;invob1;;;1;4;0;;0;item_orb;12;item_orb;0;0;5;0;1;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;1;1;1;2;10;;;;;255;;;5;8;0;xxx;xxx
Sacred Globe;Sorceress Orb;1h;2;3;;;0;0;sacredglobe;-10;1;2;3;;;;;;;14;;-10;100;25;0;0;30;;6;5;2739;5102;1;303;bst;ob2;ob7;obc;1hs;1hs;5;1hss;1;2;;;;;flpob1;invob2;;;1;4;0;;0;item_orb;12;item_orb;0;0;5;0;1;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Smoked Sphere;Sorceress Orb;1h;2;4;;;0;0;smokedsphere;;1;2;4;;;;;;;14;;;100;25;0;0;35;;9;8;4524;8846;1;303;bst;ob3;ob8;obd;1hs;1hs;5;1hss;1;2;;;;;flpob3;invob3;;;1;4;0;;0;item_orb;12;item_orb;0;0;5;0;1;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Clasped Orb;Sorceress Orb;1h;2;5;;;0;0;claspedorb;;1;2;5;;;;;;;14;;;100;25;0;0;40;;13;12;7228;15896;1;303;bst;ob4;ob9;obe;1hs;1hs;5;1hss;1;2;;;;;flpob4;invob4;;;1;4;0;;0;item_orb;12;item_orb;0;0;5;0;1;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Dragon Stone;Sorceress Orb;1h;3;7;;;0;0;dragonstone;10;1;3;7;;;;;;;14;;10;100;25;0;0;50;;18;17;11734;31070;1;303;bst;ob5;oba;obf;1hs;1hs;5;1hss;1;3;;;;;flpob5;invob5;;;1;4;0;;0;item_orb;12;item_orb;0;0;5;0;1;0;;;0;7;0;0;5;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
Stag Bow;Amazon Bow;2h;;;3;5;26;38;stagbow.gif;;1;;;;1;3;5;;;13;;;25;100;26;38;48;1;14;13;14770;28250;;300;sbw;am1;am6;amb;bow;bow;6;bow;2;4;;;;;flpam1;invam1;invswbu;invswbu;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;2;2;2;2;10;;;;;255;;;5;8;0;xxx;xxx
Reflex Bow;Amazon Bow;2h;;;4;8;31;53;reflexbow.gif;10;1;;;;1;4;8;;;13;;10;25;100;31;53;55;1;20;19;21123;56263;;300;sbw;am2;am7;amc;bow;bow;6;bow;2;4;;;;;flpam2;invam2;;;1;5;0;;0;item_bow;12;item_bow;0;0;5;1;0;0;;;0;7;0;0;1;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;;;255;;;5;8;0;xxx;xxx
